country,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Indonesia,16100000,16200000,16200000,16200000,16300000,16300000,16400000,16400000,16400000,16500000,16500000,16600000,16600000,16700000,16800000,16800000,16900000,17000000,17100000,17100000,17200000,17300000,17400000,17500000,17700000,17800000,17900000,18000000,18200000,18300000,18500000,18600000,18800000,18900000,19100000,19200000,19400000,19600000,19700000,19900000,20100000,20200000,20400000,20600000,20800000,21000000,21100000,21300000,21600000,21800000,22000000,22200000,22400000,22600000,22800000,23000000,23300000,23500000,23700000,24000000,24200000,24500000,24800000,25000000,25300000,25600000,25900000,26200000,26500000,26800000,27100000,27400000,27700000,28000000,28300000,28600000,28900000,29200000,29500000,29900000,30200000,30500000,30800000,31200000,31500000,31900000,32300000,32600000,33000000,33300000,33700000,34100000,34500000,34900000,35400000,35800000,36200000,36700000,37200000,37700000,38200000,38600000,39200000,39600000,40100000,40500000,41000000,41400000,41900000,42300000,42800000,43200000,43700000,44200000,44600000,45100000,45500000,45800000,46200000,46700000,47300000,47900000,48400000,49000000,49600000,50200000,50800000,51400000,52100000,52700000,53400000,54100000,54900000,55800000,56600000,57400000,58300000,59100000,60000000,60900000,61800000,62800000,63700000,64400000,64600000,64900000,65300000,66200000,67200000,68400000,69500000,70900000,72300000,73900000,75500000,77300000,79200000,81200000,83300000,85500000,87800000,90100000,92600000,95100000,97600000,100000000,103000000,106000000,109000000,112000000,115000000,118000000,121000000,124000000,127000000,131000000,134000000,137000000,141000000,144000000,147000000,151000000,155000000,158000000,162000000,165000000,168000000,172000000,175000000,178000000,181000000,185000000,188000000,191000000,194000000,197000000,200000000,203000000,206000000,209000000,212000000,215000000,218000000,221000000,224000000,227000000,230000000,233000000,236000000,239000000,243000000,246000000,249000000,252000000,255000000,258000000,261000000,264000000,267000000
Iran,6270000,6280000,6300000,6310000,6330000,6340000,6360000,6370000,6380000,6400000,6410000,6430000,6450000,6460000,6480000,6500000,6520000,6540000,6560000,6580000,6610000,6630000,6660000,6690000,6710000,6740000,6770000,6800000,6830000,6860000,6900000,6930000,6970000,7000000,7040000,7070000,7110000,7140000,7180000,7210000,7250000,7290000,7320000,7360000,7400000,7430000,7470000,7510000,7550000,7580000,7620000,7660000,7690000,7730000,7760000,7800000,7840000,7870000,7910000,7950000,7990000,8020000,8060000,8100000,8140000,8180000,8220000,8270000,8310000,8350000,8400000,8440000,8490000,8530000,8580000,8630000,8680000,8720000,8780000,8830000,8880000,8930000,8980000,9040000,9090000,9140000,9200000,9250000,9310000,9360000,9420000,9470000,9530000,9590000,9640000,9700000,9760000,9820000,9880000,9930000,9990000,10100000,10100000,10200000,10200000,10300000,10400000,10400000,10500000,10500000,10600000,10700000,10700000,10800000,10900000,11100000,11200000,11300000,11500000,11600000,11800000,11900000,12100000,12200000,12400000,12500000,12700000,12800000,13000000,13200000,13300000,13500000,13700000,13800000,14000000,14200000,14300000,14500000,14700000,14900000,15100000,15300000,15500000,15700000,15800000,16000000,16200000,16400000,16700000,16900000,17100000,17500000,17900000,18400000,18800000,19300000,19800000,20300000,20800000,21400000,21900000,22500000,23100000,23700000,24300000,25000000,25600000,26300000,27000000,27800000,28500000,29300000,30100000,30900000,31800000,32700000,33700000,34800000,36000000,37300000,38700000,40200000,41900000,43600000,45500000,47300000,49300000,51200000,53100000,54800000,56200000,57400000,58300000,59000000,59700000,60600000,61600000,62700000,63900000,65100000,66100000,67100000,68000000,68800000,69600000,70400000,71200000,72000000,72800000,73700000,74600000,75500000,76500000,77400000,78400000,79400000,80300000,81200000,82000000
Italy,18800000,18900000,19000000,19000000,19100000,19200000,19200000,19300000,19400000,19400000,19500000,19600000,19600000,19700000,19800000,19900000,20000000,20100000,20100000,20200000,20300000,20400000,20600000,20700000,20800000,20900000,21000000,21100000,21300000,21400000,21500000,21700000,21800000,21900000,22100000,22200000,22400000,22500000,22700000,22800000,23000000,23100000,23300000,23400000,23600000,23700000,23900000,24000000,24200000,24300000,24500000,24600000,24800000,25000000,25100000,25300000,25500000,25600000,25800000,26000000,26100000,26300000,26500000,26600000,26800000,27000000,27200000,27300000,27500000,27700000,27800000,28000000,28200000,28400000,28500000,28700000,28900000,29100000,29200000,29400000,29600000,29800000,30000000,30200000,30400000,30600000,30800000,31000000,31200000,31500000,31700000,31900000,32100000,32300000,32500000,32700000,32900000,33100000,33300000,33500000,33700000,34000000,34200000,34500000,34700000,35000000,35300000,35600000,35900000,36200000,36500000,36900000,37100000,37300000,37600000,37900000,38000000,37900000,37600000,37400000,37400000,37700000,38100000,38400000,38800000,39100000,39500000,39800000,40100000,40500000,40800000,41100000,41400000,41700000,42100000,42400000,42700000,43100000,43400000,43800000,44300000,44700000,44900000,45100000,45300000,45500000,45700000,46000000,46400000,46500000,46600000,47000000,47400000,47800000,48100000,48400000,48600000,48900000,49200000,49400000,49700000,50100000,50500000,50900000,51300000,51700000,52100000,52500000,52900000,53200000,53600000,53900000,54300000,54700000,55000000,55300000,55600000,55800000,56100000,56200000,56400000,56600000,56700000,56800000,56900000,57000000,57100000,57100000,57100000,57100000,57100000,57200000,57200000,57200000,57300000,57300000,57200000,57200000,57200000,57200000,57300000,57500000,57800000,58100000,58500000,58800000,59100000,59300000,59500000,59600000,59700000,59800000,59700000,59700000,59600000,59500000,59400000,59400000,59300000
Japan,30300000,30300000,30400000,30400000,30400000,30500000,30500000,30500000,30600000,30600000,30600000,30700000,30700000,30800000,30800000,30800000,30900000,30900000,30900000,31000000,31000000,31000000,31100000,31100000,31100000,31200000,31200000,31200000,31300000,31300000,31300000,31400000,31400000,31400000,31500000,31500000,31500000,31600000,31600000,31600000,31700000,31700000,31700000,31800000,31800000,31900000,31900000,32000000,32100000,32100000,32200000,32300000,32400000,32500000,32600000,32700000,32800000,32900000,33000000,33100000,33200000,33300000,33500000,33600000,33700000,33900000,34000000,34200000,34400000,34500000,34700000,34900000,35100000,35300000,35500000,35700000,35900000,36200000,36400000,36700000,36900000,37200000,37500000,37800000,38100000,38400000,38700000,39100000,39400000,39700000,40100000,40400000,40800000,41200000,41600000,42000000,42400000,42800000,43300000,43800000,44300000,44800000,45300000,45800000,46300000,46800000,47400000,47800000,48400000,49000000,49600000,50300000,51000000,51800000,52500000,53200000,53900000,54500000,55000000,55400000,56000000,56600000,57300000,58000000,58800000,59700000,60600000,61500000,62500000,63400000,64300000,65300000,66300000,67300000,68300000,69300000,70400000,71200000,72000000,72500000,73200000,74100000,75100000,76200000,76600000,77000000,77300000,78600000,80200000,81600000,82800000,84300000,85700000,86900000,88000000,89000000,90000000,91000000,91900000,92800000,93700000,94600000,95500000,96400000,97400000,98400000,99600000,101000000,102000000,103000000,105000000,106000000,108000000,110000000,111000000,112000000,114000000,115000000,116000000,117000000,118000000,119000000,120000000,120000000,121000000,122000000,123000000,123000000,124000000,124000000,125000000,125000000,125000000,126000000,126000000,126000000,127000000,127000000,127000000,127000000,128000000,128000000,128000000,128000000,128000000,128000000,128000000,129000000,129000000,129000000,129000000,129000000,128000000,128000000,128000000,128000000,128000000,127000000,127000000
Kenya,2570000,2570000,2570000,2570000,2570000,2570000,2570000,2570000,2570000,2570000,2570000,2570000,2570000,2570000,2570000,2570000,2570000,2570000,2570000,2570000,2570000,2570000,2570000,2570000,2570000,2570000,2570000,2570000,2570000,2570000,2570000,2570000,2570000,2570000,2570000,2570000,2570000,2570000,2570000,2570000,2570000,2570000,2570000,2570000,2570000,2570000,2570000,2570000,2570000,2570000,2570000,2580000,2580000,2580000,2580000,2580000,2580000,2580000,2580000,2580000,2590000,2590000,2590000,2590000,2590000,2590000,2590000,2590000,2590000,2600000,2600000,2600000,2600000,2600000,2600000,2600000,2600000,2600000,2600000,2610000,2610000,2610000,2610000,2610000,2610000,2610000,2610000,2610000,2620000,2620000,2620000,2620000,2620000,2620000,2620000,2620000,2620000,2630000,2630000,2630000,2630000,2630000,2630000,2630000,2630000,2630000,2640000,2640000,2640000,2640000,2640000,2640000,2640000,2640000,2640000,2650000,2650000,2650000,2650000,2650000,2650000,2660000,2690000,2740000,2780000,2830000,2880000,2930000,2980000,3030000,3080000,3140000,3230000,3340000,3440000,3560000,3670000,3790000,3910000,4040000,4170000,4310000,4450000,4590000,4740000,4900000,5050000,5220000,5390000,5730000,6080000,6240000,6410000,6590000,6780000,6980000,7190000,7400000,7630000,7860000,8110000,8360000,8630000,8910000,9200000,9500000,9820000,10200000,10500000,10900000,11300000,11700000,12100000,12500000,13000000,13500000,14000000,14500000,15100000,15700000,16300000,16900000,17600000,18200000,18900000,19700000,20400000,21100000,21900000,22600000,23400000,24200000,25000000,25800000,26500000,27300000,28100000,29000000,29800000,30600000,31500000,32300000,33200000,34100000,35100000,36000000,37100000,38100000,39100000,40200000,41400000,42500000,43600000,44800000,46000000,47200000,48500000,49700000,51000000
Mexico,6180000,6200000,6220000,6240000,6260000,6280000,6300000,6320000,6340000,6360000,6380000,6400000,6420000,6450000,6470000,6490000,6520000,6540000,6570000,6590000,6620000,6650000,6680000,6710000,6740000,6770000,6800000,6830000,6860000,6900000,6930000,6970000,7000000,7040000,7070000,7110000,7140000,7180000,7220000,7250000,7290000,7330000,7370000,7410000,7450000,7500000,7550000,7600000,7650000,7700000,7750000,7810000,7870000,7940000,8000000,8070000,8140000,8210000,8280000,8350000,8430000,8510000,8600000,8680000,8770000,8860000,8950000,9040000,9140000,9240000,9340000,9440000,9550000,9640000,9750000,9870000,9980000,10100000,10200000,10300000,10500000,10600000,10700000,10900000,11000000,11100000,11300000,11400000,11600000,11700000,11900000,12000000,12200000,12400000,12600000,12700000,12900000,13100000,13300000,13500000,13700000,13800000,14000000,14200000,14300000,14500000,14600000,14800000,15000000,15100000,15100000,15100000,15100000,15100000,15100000,15100000,15100000,15100000,15100000,15100000,15100000,15100000,15300000,15500000,15800000,16000000,16300000,16500000,16800000,17100000,17400000,17700000,18000000,18300000,18700000,19000000,19300000,19600000,19900000,20300000,20700000,21200000,21800000,22400000,23100000,23900000,24700000,25400000,26200000,27100000,28000000,28800000,29700000,30600000,31600000,32600000,33600000,34700000,35800000,37000000,38200000,39400000,40600000,41900000,43300000,44600000,46000000,47400000,48900000,50400000,52000000,53700000,55500000,57300000,59100000,60900000,62600000,64300000,66000000,67700000,69400000,71000000,72600000,74200000,75800000,77400000,78900000,80500000,82100000,83700000,85400000,87100000,88800000,90600000,92300000,94000000,95700000,97300000,98800000,100000000,102000000,103000000,104000000,106000000,107000000,108000000,110000000,112000000,114000000,116000000,117000000,119000000,121000000,123000000,124000000,126000000,128000000,129000000,131000000
Myanmar,3510000,3510000,3510000,3510000,3510000,3510000,3510000,3510000,3510000,3510000,3510000,3510000,3510000,3510000,3510000,3520000,3520000,3520000,3530000,3540000,3540000,3550000,3560000,3570000,3570000,3580000,3590000,3610000,3620000,3630000,3640000,3660000,3670000,3690000,3700000,3710000,3730000,3740000,3760000,3770000,3790000,3800000,3810000,3830000,3840000,3860000,3870000,3890000,3900000,3920000,3930000,3950000,3960000,3980000,3990000,4010000,4020000,4040000,4050000,4070000,4080000,4100000,4130000,4160000,4200000,4240000,4290000,4340000,4400000,4470000,4540000,4630000,4710000,4780000,4880000,4990000,5110000,5220000,5370000,5520000,5680000,5830000,6000000,6170000,6330000,6520000,6710000,6890000,7090000,7300000,7520000,7750000,7980000,8220000,8480000,8740000,9010000,9270000,9530000,9780000,10000000,10200000,10500000,10700000,10900000,11100000,11200000,11400000,11500000,11700000,11900000,12000000,12200000,12300000,12400000,12500000,12600000,12700000,12800000,12900000,13000000,13100000,13300000,13400000,13600000,13700000,13800000,14000000,14100000,14300000,14400000,14600000,14800000,15000000,15200000,15400000,15600000,15800000,16100000,16300000,16500000,16700000,16800000,16800000,16800000,16900000,16900000,17000000,17000000,17000000,17200000,17500000,17800000,18100000,18500000,18900000,19300000,19700000,20100000,20500000,21000000,21400000,21900000,22400000,22900000,23400000,23900000,24500000,25100000,25700000,26400000,27000000,27700000,28300000,29000000,29700000,30400000,31100000,31900000,32600000,33400000,34100000,34900000,35700000,36500000,37200000,38000000,38700000,39400000,40000000,40600000,41200000,41700000,42200000,42700000,43200000,43800000,44400000,45000000,45500000,46100000,46600000,47100000,47600000,48100000,48500000,48800000,49200000,49500000,49800000,50200000,50600000,51000000,51400000,51900000,52400000,52900000,53400000,53900000
Nigeria,12100000,12100000,12100000,12100000,12100000,12100000,12100000,12100000,12100000,12100000,12100000,12100000,12100000,12100000,12100000,12100000,12200000,12200000,12200000,12200000,12200000,12300000,12300000,12300000,12400000,12400000,12400000,12500000,12500000,12600000,12600000,12700000,12700000,12800000,12900000,12900000,13000000,13000000,13100000,13100000,13200000,13200000,13300000,13400000,13400000,13500000,13500000,13600000,13600000,13700000,13800000,13800000,13900000,13900000,14000000,14100000,14100000,14200000,14200000,14300000,14400000,14400000,14500000,14600000,14600000,14700000,14800000,14800000,14900000,14900000,15000000,15100000,15100000,15200000,15300000,15300000,15400000,15500000,15500000,15600000,15700000,15800000,15800000,15900000,16000000,16000000,16100000,16200000,16200000,16300000,16400000,16500000,16500000,16600000,16700000,16700000,16800000,16900000,17000000,17000000,17100000,17200000,17300000,17300000,17400000,17500000,17600000,17600000,17700000,17800000,17900000,18000000,18000000,18100000,18200000,18300000,18300000,18400000,18500000,18600000,18700000,18700000,18800000,18800000,18900000,19000000,19000000,19100000,19100000,19200000,19200000,19500000,20000000,20700000,21500000,22300000,23100000,23900000,24800000,25700000,26600000,27600000,28600000,29600000,30700000,31900000,33000000,34200000,35500000,36800000,37900000,38400000,39000000,39700000,40400000,41100000,41800000,42600000,43400000,44300000,45100000,46100000,47000000,48000000,49100000,50100000,51200000,52300000,53500000,54700000,56000000,57300000,58700000,60100000,61700000,63400000,65200000,67200000,69300000,71400000,73500000,75500000,77500000,79500000,81500000,83600000,85800000,88100000,90500000,92800000,95300000,97700000,100000000,103000000,105000000,108000000,111000000,114000000,116000000,119000000,122000000,125000000,129000000,132000000,135000000,139000000,143000000,146000000,150000000,154000000,159000000,163000000,167000000,172000000,176000000,181000000,186000000,191000000,196000000
Pakistan,13100000,13100000,13200000,13200000,13200000,13300000,13300000,13300000,13300000,13400000,13400000,13400000,13400000,13500000,13500000,13500000,13600000,13600000,13600000,13700000,13700000,13700000,13800000,13800000,13900000,13900000,13900000,14000000,14000000,14100000,14100000,14200000,14200000,14200000,14300000,14300000,14400000,14400000,14500000,14500000,14600000,14600000,14700000,14700000,14800000,14800000,14900000,14900000,15000000,15000000,15100000,15100000,15200000,15200000,15300000,15300000,15400000,15400000,15500000,15500000,15600000,15600000,15700000,15800000,15800000,15900000,15900000,16000000,16100000,16100000,16200000,16300000,16300000,16400000,16500000,16600000,16600000,16700000,16800000,16900000,17000000,17100000,17200000,17200000,17300000,17400000,17500000,17600000,17700000,17800000,17900000,18000000,18100000,18200000,18200000,18300000,18400000,18500000,18600000,18700000,18800000,18900000,19000000,19100000,19200000,19300000,19400000,19500000,19600000,19700000,19800000,19900000,20000000,20100000,20300000,20500000,20600000,20800000,21000000,21100000,21300000,21500000,21700000,21800000,22000000,22200000,22400000,22600000,22800000,23000000,23400000,23800000,24200000,24600000,25100000,25500000,26000000,26400000,26900000,27400000,27800000,28500000,29200000,30100000,31000000,31900000,32900000,34100000,35300000,36500000,37500000,38000000,38500000,39100000,39700000,40400000,41200000,42000000,42900000,43900000,44900000,46000000,47100000,48300000,49600000,50800000,52200000,53600000,55000000,56500000,58100000,59700000,61300000,63100000,64900000,66800000,68800000,70900000,73200000,75600000,78100000,80700000,83400000,86300000,89200000,92200000,95300000,98400000,101000000,105000000,108000000,111000000,114000000,117000000,120000000,123000000,126000000,129000000,132000000,135000000,139000000,142000000,145000000,148000000,151000000,154000000,157000000,160000000,164000000,167000000,171000000,174000000,178000000,182000000,186000000,189000000,193000000,197000000,201000000
Philippines,1890000,1890000,1890000,1890000,1890000,1890000,1890000,1890000,1890000,1890000,1890000,1900000,1900000,1900000,1910000,1920000,1930000,1940000,1950000,1970000,1980000,2000000,2020000,2040000,2070000,2090000,2120000,2150000,2180000,2220000,2250000,2290000,2330000,2370000,2410000,2450000,2500000,2540000,2580000,2620000,2670000,2720000,2760000,2810000,2860000,2900000,2950000,3000000,3060000,3110000,3160000,3220000,3270000,3330000,3380000,3440000,3500000,3560000,3620000,3680000,3750000,3810000,3870000,3940000,4000000,4060000,4130000,4190000,4250000,4320000,4380000,4450000,4510000,4580000,4640000,4700000,4760000,4830000,4890000,4950000,5010000,5070000,5140000,5200000,5260000,5330000,5400000,5460000,5530000,5600000,5670000,5740000,5810000,5880000,5960000,6030000,6110000,6200000,6290000,6380000,6480000,6590000,6690000,6810000,6930000,7070000,7200000,7340000,7480000,7620000,7770000,7920000,8070000,8230000,8390000,8550000,8720000,8890000,9060000,9230000,9410000,9590000,9780000,9970000,10200000,10400000,10600000,10800000,11000000,11300000,11600000,11900000,12100000,12400000,12700000,13000000,13300000,13700000,14000000,14300000,14600000,14800000,15100000,15400000,15700000,16100000,16500000,17000000,17500000,18000000,18600000,19200000,19900000,20700000,21400000,22200000,23000000,23800000,24600000,25400000,26300000,27200000,28100000,29000000,30000000,30900000,31900000,32800000,33800000,34800000,35800000,36900000,37900000,39000000,40100000,41300000,42500000,43700000,44900000,46100000,47400000,48700000,50100000,51500000,52900000,54300000,55800000,57300000,58800000,60400000,61900000,63500000,65100000,66700000,68200000,69800000,71400000,73100000,74700000,76300000,78000000,79700000,81400000,83000000,84700000,86300000,87800000,89300000,90800000,92200000,93700000,95300000,96900000,98500000,100000000,102000000,103000000,105000000,107000000
Russia,31100000,31100000,31100000,31100000,31100000,31100000,31100000,31100000,31100000,31100000,31100000,31100000,31100000,31200000,31200000,31300000,31400000,31500000,31600000,31700000,31900000,32000000,32200000,32400000,32600000,32800000,33000000,33300000,33600000,33800000,34100000,34400000,34800000,35100000,35400000,35700000,36100000,36400000,36700000,37100000,37400000,37800000,38100000,38500000,38800000,39200000,39500000,39900000,40300000,40600000,41000000,41400000,41800000,42200000,42600000,43000000,43300000,43700000,44100000,44600000,45000000,45400000,45800000,46200000,46600000,47100000,47500000,48000000,48400000,48800000,49300000,49700000,50200000,50700000,51100000,51600000,52100000,52500000,53000000,53500000,54000000,54500000,55000000,55500000,56000000,56500000,57000000,57500000,58100000,58600000,59200000,59700000,60200000,60800000,61400000,61900000,62500000,63100000,63700000,64200000,64800000,65400000,66000000,66600000,67300000,67900000,68500000,69100000,69800000,70400000,71000000,71700000,72400000,73000000,73700000,74400000,75100000,75800000,76500000,77200000,77900000,78600000,79300000,80000000,80800000,81500000,82300000,83000000,83800000,84600000,85400000,86200000,87000000,87800000,88600000,89400000,90200000,91000000,91900000,92700000,93600000,94500000,95300000,96200000,97100000,98000000,98900000,99800000,101000000,102000000,103000000,104000000,106000000,108000000,110000000,111000000,113000000,115000000,117000000,118000000,120000000,121000000,123000000,124000000,125000000,126000000,127000000,128000000,129000000,129000000,130000000,131000000,132000000,132000000,133000000,134000000,135000000,135000000,136000000,137000000,138000000,139000000,140000000,141000000,142000000,143000000,144000000,145000000,146000000,147000000,148000000,148000000,148000000,148000000,148000000,148000000,148000000,148000000,147000000,147000000,146000000,146000000,145000000,145000000,144000000,144000000,143000000,143000000,143000000,143000000,143000000,143000000,143000000,144000000,144000000,144000000,144000000,144000000,144000000
South Africa,1440000,1450000,1450000,1460000,1460000,1470000,1470000,1480000,1480000,1490000,1490000,1500000,1510000,1510000,1520000,1530000,1540000,1550000,1560000,1570000,1580000,1590000,1600000,1610000,1630000,1640000,1650000,1670000,1680000,1700000,1710000,1730000,1750000,1770000,1780000,1800000,1820000,1840000,1860000,1880000,1890000,1910000,1930000,1950000,1970000,1990000,2010000,2030000,2050000,2070000,2090000,2110000,2130000,2150000,2180000,2200000,2220000,2240000,2260000,2290000,2310000,2330000,2360000,2390000,2420000,2450000,2480000,2510000,2550000,2590000,2630000,2670000,2710000,2750000,2800000,2850000,2900000,2950000,3010000,3070000,3140000,3200000,3260000,3330000,3400000,3470000,3540000,3610000,3680000,3760000,3840000,3920000,4000000,4080000,4160000,4250000,4340000,4430000,4520000,4610000,4710000,4800000,4900000,5000000,5100000,5210000,5320000,5420000,5530000,5650000,5770000,5880000,6000000,6130000,6260000,6400000,6540000,6680000,6830000,6970000,7130000,7280000,7440000,7600000,7770000,7940000,8110000,8290000,8470000,8660000,8840000,9040000,9240000,9440000,9640000,9850000,10100000,10300000,10500000,10700000,11000000,11200000,11500000,11700000,12000000,12200000,12500000,12800000,13000000,13300000,13600000,14000000,14300000,14600000,15000000,15400000,15800000,16200000,16600000,17000000,17500000,17900000,18400000,18900000,19400000,19900000,20500000,21000000,21600000,22200000,22800000,23500000,24100000,24800000,25500000,26200000,26900000,27600000,28300000,29000000,29800000,30500000,31300000,32100000,32900000,33700000,34500000,35200000,36000000,36700000,37600000,38400000,39400000,40300000,41200000,42100000,42900000,43700000,44400000,45100000,45700000,46400000,47000000,47600000,48200000,48800000,49400000,49900000,50400000,51000000,51600000,52300000,53000000,53800000,54500000,55300000,56000000,56700000,57400000
South Korea,9400000,9400000,9400000,9400000,9400000,9400000,9400000,9400000,9400000,9400000,9400000,9400000,9400000,9400000,9400000,9400000,9400000,9400000,9400000,9410000,9410000,9410000,9410000,9420000,9420000,9420000,9430000,9430000,9440000,9440000,9440000,9450000,9450000,9460000,9460000,9470000,9470000,9480000,9480000,9490000,9490000,9500000,9510000,9510000,9520000,9520000,9530000,9540000,9540000,9550000,9560000,9570000,9580000,9580000,9590000,9600000,9610000,9620000,9630000,9640000,9650000,9660000,9670000,9680000,9690000,9700000,9710000,9720000,9730000,9730000,9740000,9750000,9760000,9770000,9770000,9780000,9780000,9790000,9800000,9800000,9810000,9810000,9820000,9820000,9830000,9830000,9840000,9840000,9850000,9850000,9860000,9860000,9870000,9870000,9880000,9880000,9890000,9900000,9900000,9910000,9930000,9940000,9950000,9970000,9990000,10000000,10000000,10000000,10100000,10100000,10200000,10300000,10400000,10600000,10800000,10900000,11100000,11300000,11500000,11600000,11800000,12100000,12300000,12500000,12800000,13000000,13200000,13400000,13600000,13700000,13900000,14100000,14400000,14600000,14800000,15000000,15200000,15300000,15400000,15500000,15700000,15900000,16100000,16400000,16600000,17300000,18000000,18600000,18900000,19100000,19200000,19500000,19800000,20300000,20900000,21500000,22200000,23000000,23800000,24600000,25300000,26100000,26800000,27500000,28200000,28900000,29600000,30200000,30900000,31600000,32200000,32900000,33500000,34200000,34800000,35400000,35900000,36500000,37000000,37500000,38100000,38600000,39200000,39800000,40300000,40800000,41300000,41700000,42100000,42500000,42900000,43400000,43900000,44300000,44800000,45300000,45800000,46200000,46600000,47000000,47400000,47700000,48000000,48300000,48500000,48700000,48900000,49100000,49200000,49400000,49600000,49700000,50000000,50200000,50400000,50600000,50800000,51000000,51200000
Spain,11500000,11600000,11600000,11600000,11700000,11700000,11700000,11800000,11800000,11800000,11900000,11900000,11900000,12000000,12000000,12100000,12100000,12200000,12200000,12300000,12300000,12400000,12500000,12500000,12600000,12700000,12700000,12800000,12900000,13000000,13100000,13100000,13200000,13300000,13400000,13500000,13600000,13700000,13800000,13900000,13900000,14000000,14100000,14200000,14300000,14400000,14500000,14600000,14700000,14800000,14800000,14900000,15000000,15100000,15200000,15300000,15300000,15400000,15500000,15500000,15600000,15700000,15700000,15800000,15900000,15900000,16000000,16000000,16100000,16200000,16200000,16300000,16400000,16400000,16500000,16600000,16600000,16700000,16800000,16800000,16900000,17000000,17100000,17200000,17300000,17300000,17400000,17500000,17600000,17700000,17800000,17900000,18000000,18000000,18100000,18200000,18300000,18400000,18500000,18600000,18700000,18800000,18900000,19000000,19100000,19200000,19400000,19500000,19600000,19800000,19900000,20000000,20200000,20300000,20500000,20600000,20700000,20900000,21000000,21200000,21300000,21500000,21700000,21900000,22100000,22400000,22600000,22800000,23000000,23300000,23500000,23700000,24000000,24200000,24400000,24700000,24900000,25100000,25400000,25600000,25800000,26100000,26300000,26500000,26700000,26900000,27100000,27300000,27500000,27800000,28100000,28200000,28400000,28700000,28900000,29100000,29400000,29600000,29900000,30200000,30500000,30800000,31200000,31500000,31900000,32200000,32600000,32900000,33300000,33600000,34000000,34400000,34800000,35200000,35600000,36000000,36400000,36800000,37100000,37500000,37800000,38100000,38300000,38500000,38700000,38800000,39000000,39100000,39100000,39200000,39300000,39400000,39500000,39600000,39800000,39900000,40000000,40100000,40300000,40500000,40900000,41400000,42000000,42700000,43400000,44000000,44700000,45400000,46000000,46500000,46800000,46900000,46900000,46700000,46500000,46400000,46300000,46400000,46400000
Tanzania,3020000,3020000,3020000,3020000,3020000,3020000,3020000,3020000,3020000,3020000,3020000,3020000,3020000,3020000,3020000,3030000,3030000,3030000,3040000,3040000,3050000,3050000,3060000,3070000,3070000,3080000,3090000,3100000,3110000,3120000,3130000,3140000,3150000,3160000,3170000,3180000,3200000,3210000,3220000,3230000,3240000,3250000,3260000,3280000,3290000,3300000,3310000,3320000,3330000,3350000,3360000,3370000,3380000,3390000,3400000,3420000,3430000,3440000,3450000,3460000,3470000,3490000,3500000,3510000,3520000,3530000,3540000,3560000,3570000,3580000,3590000,3600000,3620000,3630000,3640000,3650000,3670000,3680000,3690000,3700000,3720000,3730000,3740000,3750000,3770000,3780000,3790000,3800000,3820000,3830000,3840000,3860000,3870000,3880000,3900000,3910000,3920000,3930000,3950000,3960000,3970000,3990000,4000000,4020000,4030000,4040000,4060000,4070000,4080000,4100000,4110000,4120000,4140000,4150000,4170000,4180000,4190000,4210000,4220000,4240000,4250000,4290000,4360000,4450000,4540000,4640000,4730000,4830000,4930000,5030000,5140000,5250000,5360000,5480000,5610000,5730000,5860000,5990000,6130000,6270000,6410000,6550000,6700000,6850000,7010000,7170000,7330000,7490000,7590000,7610000,7650000,7850000,8060000,8270000,8500000,8740000,8990000,9240000,9510000,9790000,10100000,10400000,10700000,11000000,11300000,11700000,12000000,12400000,12800000,13200000,13600000,14000000,14500000,15000000,15500000,16000000,16500000,17000000,17600000,18100000,18700000,19300000,19900000,20500000,21200000,21800000,22500000,23200000,23900000,24700000,25500000,26300000,27200000,28100000,29100000,30000000,30800000,31600000,32500000,33300000,34200000,35100000,36100000,37100000,38200000,39400000,40600000,41900000,43300000,44700000,46100000,47600000,49100000,50600000,52200000,53900000,55600000,57300000,59100000
